origin,day,rows,amt_median,identity_rate,C9_median,amt_median_rolling_7d,amt_median_rolling_30d,identity_rate_rolling_7d,identity_rate_rolling_30d,C9_median_rolling_7d,C9_median_rolling_30d
test,242,2579,67.95,0.23497479643272587,1.0,68.81585714285714,70.67343333333334,0.20879203980135028,0.18730806557531468,1.0,1.0
test,243,2699,69.964,0.18080770655798445,1.0,69.10357142857143,70.43890000000002,0.20484821336328168,0.18914417325564697,1.0,1.0
test,244,3357,87.95,0.12540959189752757,1.0,70.68057142857143,70.80390000000001,0.2003731987947069,0.18916760394768323,1.0,1.0
test,245,2587,77.95,0.156551990722845,1.0,71.53057142857143,70.80390000000001,0.19361778757210682,0.19069051213807517,1.0,1.0
test,246,3472,82.475,0.16100230414746544,1.0,73.46271428571428,71.28806666666667,0.1857697876871873,0.1915848586844303,1.0,1.0
test,247,2552,68.5,0.17280564263322884,1.0,73.39842857142857,71.57140000000001,0.17896526452412656,0.19050383055598835,1.0,1.0
test,248,2149,59.0,0.20055839925546767,1.0,73.39842857142857,70.97139999999999,0.17601577594960638,0.19101584205769362,1.0,1.0
test,249,2775,68.95,0.1589189189189189,1.0,73.5412857142857,70.70306666666666,0.16515065059049114,0.19131610495404192,1.0,1.0
test,250,2725,77.0,0.19889908256880734,1.0,74.54642857142858,71.00473333333333,0.16773513287775152,0.1925641299285577,1.0,1.0
test,251,2645,71.993,0.1882797731568998,1.0,72.26685714285715,70.92216666666666,0.17671658734337617,0.19386722263812378,1.0,1.0
test,252,2478,59.975,0.21509281678773204,1.0,69.699,70.95466666666667,0.18507956249550286,0.1952490326583831,1.0,1.0
test,253,2484,75.0,0.19122383252818034,1.0,68.63114285714286,71.32233333333333,0.18939692369274783,0.19527708236438748,1.0,1.0
test,254,1913,59.0,0.19289074751698904,1.0,67.274,71.02400000000002,0.19226622439042787,0.19593779705059733,1.0,1.0
test,255,1699,59.0,0.20835785756327252,1.0,67.274,70.42399999999999,0.1933804327201143,0.1966131091289718,1.0,1.0
test,256,2453,67.95,0.20179372197309417,1.0,67.13114285714285,70.42399999999999,0.19950540458499644,0.19678329296857033,1.0,1.0
test,257,2422,67.95,0.19240297274979357,1.0,65.8382857142857,70.72233333333332,0.1985773888965659,0.19669345741970728,1.0,1.0
test,258,2586,75.0,0.18020108275328692,1.0,66.26785714285714,70.59,0.19742329026747837,0.19446389708837492,1.0,1.0
test,259,2403,82.0,0.19808572617561382,1.0,69.41428571428571,70.55833333333334,0.1949937058943186,0.19213796946897435,1.0,1.0
test,260,2788,77.0,0.20050215208034433,1.0,69.7,70.36,0.19631918011605634,0.191923577499677,1.0,1.0
test,261,2209,67.95,0.1892258940697148,1.0,70.97857142857143,70.125,0.19579562962358857,0.19057976929212816,1.0,1.0
test,262,1829,59.0,0.1984691088026244,1.0,70.97857142857143,69.55626666666667,0.19438295122921032,0.19073459276015212,1.0,1.0
test,263,2453,72.0,0.16877293110476968,1.0,71.55714285714285,69.69126666666668,0.18966569539087821,0.1899929862382924,1.0,1.0
test,264,2399,65.95,0.17590662776156732,1.0,71.27142857142857,69.92293333333333,0.18730907467827446,0.18988361325504852,1.0,1.0
test,265,2491,77.0,0.18948213568847852,1.0,71.55714285714285,70.34226666666667,0.18863493938330184,0.1902395098674686,1.0,1.0
test,266,2204,77.0,0.18466424682395643,1.0,70.84285714285714,70.64393333333334,0.1867175851902079,0.189447835040785,1.0,1.0
test,267,2688,75.0,0.19196428571428573,1.0,70.55714285714285,70.58023333333334,0.1854978899950567,0.1906221547686762,1.0,1.0
test,268,2111,68.5,0.1833254381809569,1.0,70.63571428571429,70.46356666666667,0.18465496772523413,0.18993834039867322,1.0,1.0
test,269,1878,62.45,0.17305644302449413,1.0,71.12857142857142,70.24690000000001,0.18102458689978693,0.18850894505475962,1.0,1.0
test,270,2528,77.0,0.15466772151898733,1.0,71.84285714285714,70.51523333333334,0.1790095569589609,0.18631662561290405,1.0,1.0
test,271,2559,75.0,0.18640093786635403,1.0,73.13571428571429,71.04856666666667,0.18050874411678758,0.18515649623254563,1.0,1.0
test,272,2330,70.702,0.18240343347639484,1.0,72.236,71.1403,0.1794975009436328,0.18340411746733457,1.0,1.0
test,273,2386,77.0,0.2162615255658005,1.0,72.236,71.37483333333333,0.18401139790675333,0.18458591143426176,1.0,1.0
test,274,3541,82.95,0.16520756848347926,0.0,73.37171428571428,71.20816666666666,0.18018900973092386,0.18591251065379352,0.8571428571428571,0.9666666666666667
test,275,2685,77.0,0.13333333333333333,1.0,74.586,71.1765,0.17304728046697762,0.18513855540747645,0.8571428571428571,0.9666666666666667
test,276,2198,59.0,0.16196542311191992,1.0,74.09314285714287,70.39399999999999,0.1714628490508956,0.18517065937295826,0.8571428571428571,0.9666666666666667
test,277,2219,62.95,0.11086074808472285,1.0,72.086,70.209,0.1652047099888578,0.18310582955467472,0.8571428571428571,0.9666666666666667
test,278,2662,67.95,0.10781367392937641,1.0,71.07885714285713,70.50733333333332,0.15397795799786101,0.18001433871047168,0.8571428571428571,0.9666666666666667
test,279,2609,77.0,0.13453430433116137,1.0,71.97857142857143,70.77566666666668,0.14713951097711336,0.1792015182242131,0.8571428571428571,0.9666666666666667
test,280,2520,77.0,0.16150793650793652,1.0,71.97857142857143,70.77566666666667,0.13931756968313277,0.1779551466888507,0.8571428571428571,0.9666666666666667
test,281,2540,77.0,0.18543307086614172,1.0,71.12857142857142,70.94256666666666,0.14220692716637032,0.1778602566124921,1.0,0.9666666666666667
test,282,2104,77.0,0.17015209125475286,1.0,71.12857142857142,71.51006666666667,0.1474667497265731,0.17636223242805946,1.0,0.9666666666666667
test,283,1863,62.95,0.17444981213097155,1.0,71.69285714285714,71.10839999999999,0.1492502338721519,0.17580309841481917,1.0,0.9666666666666667
test,284,2496,75.0,0.15985576923076922,1.0,73.41428571428571,71.64173333333333,0.15624952260730135,0.17470193247194518,1.0,0.9666666666666667
test,285,2394,72.0,0.16374269005847952,1.0,73.99285714285715,72.07506666666667,0.16423938205431612,0.1732147602217854,1.0,0.9666666666666667
test,286,2585,62.95,0.22785299806576403,1.0,71.98571428571428,71.90839999999999,0.1775706240164022,0.17408340275820772,1.0,0.9666666666666667
test,287,2351,77.95,0.19183326244151425,1.0,72.12142857142857,72.24173333333333,0.18190281343548473,0.17406441241459844,1.0,0.9666666666666667
test,288,2769,77.0,0.21921271217045865,1.0,72.12142857142857,72.30839999999999,0.18672847647895854,0.17536480006183747,1.0,0.9666666666666667
test,289,2171,71.75,0.2022109626900046,1.0,71.37142857142857,71.96673333333334,0.1913083152554231,0.1755023079456505,1.0,0.9666666666666667
test,290,1937,59.0,0.20598864223025296,1.0,70.80714285714285,71.36673333333333,0.19581386241246332,0.1756851909506474,1.0,0.9666666666666667
test,291,2494,71.572,0.1760224538893344,1.0,70.31742857142856,71.48746666666668,0.19812338879225838,0.1752450762779681,1.0,0.9666666666666667
test,292,2496,59.0,0.18790064102564102,1.0,68.46028571428572,71.48746666666666,0.20157452464471,0.17489279401873536,1.0,0.9666666666666667
test,293,2469,73.5,0.22478736330498178,1.0,69.96742857142857,71.53746666666666,0.20113657682174108,0.17675994175874238,1.0,0.9666666666666667
test,294,2354,74.8215,0.18521665250637212,1.0,69.5205,71.83318333333334,0.2001913468310065,0.17707027591690258,1.0,0.9666666666666667
test,295,2618,77.0,0.19404125286478227,1.0,69.5205,71.83318333333334,0.19659542407305272,0.177222246489446,1.0,0.9666666666666667
test,296,2109,60.005,0.24798482693219534,1.0,67.84264285714286,71.26668333333333,0.20313454753622287,0.179332932493054,1.0,0.9666666666666667
test,297,1828,59.0,0.21389496717724288,1.0,67.84264285714286,70.73335,0.20426402252864997,0.18006395520848587,1.0,0.9666666666666667
test,298,2212,72.0,0.19936708860759494,1.0,67.90378571428572,70.85001666666668,0.20759897034554434,0.1805986768893738,1.0,0.9666666666666667
test,299,2247,64.185,0.2105028927458834,1.0,68.64450000000001,70.90785000000001,0.21082786344843613,0.1818468918800868,1.0,0.9666666666666667
test,300,2387,67.95,0.24549643904482615,1.0,67.85164285714286,70.60618333333333,0.21378630283984243,0.18487451579761474,1.0,0.9666666666666667
test,301,2472,59.0,0.279126213592233,1.0,65.59142857142857,70.07285,0.22720195442353686,0.18796535832181072,1.0,0.9666666666666667
test,302,2926,73.00999999999999,0.2679425837320574,1.0,65.02142857142857,70.14978333333333,0.2377592874045762,0.1908166633303328,1.0,0.9666666666666667
test,303,2436,59.0,0.2680623973727422,1.0,64.87785714285714,69.54978333333334,0.24062751175322575,0.19254335905723086,1.0,0.9666666666666667
test,304,2137,59.0,0.25362657931679927,1.0,64.87785714285714,68.75144999999999,0.24630345634459094,0.19549065941834154,1.0,1.0
test,305,3200,76.2255,0.2175,1.0,65.4815,68.72563333333332,0.24889387225779164,0.1982962149738971,1.0,1.0
test,306,2973,60.0,0.18970736629667004,1.0,64.88364285714286,68.75896666666668,0.24592308276504687,0.19922094641338875,1.0,1.0
test,307,3022,75.0,0.171409662475182,1.0,65.89078571428571,69.16063333333334,0.23533925754081197,0.2012392435597374,1.0,1.0
test,308,2846,59.0,0.24455375966268447,1.0,65.89078571428571,68.86229999999999,0.2304003355508765,0.20579724641751435,1.0,1.0
test,309,2994,67.95,0.24849699398797595,1.0,65.16792857142858,68.56063333333333,0.22762239415886487,0.20959600273940815,1.0,1.0
test,310,2065,59.0,0.24552058111380146,1.0,65.16792857142858,67.96063333333333,0.2244021346933019,0.2123964242262703,1.0,1.0
test,311,2225,57.95,0.2966292134831461,1.0,65.01792857142857,67.32563333333333,0.23054536814563714,0.2161029623135038,1.0,1.0
test,312,2566,59.0,0.24123148869836322,1.0,62.55714285714286,66.72563333333333,0.2339355808168319,0.21847227556162413,1.0,1.0
test,313,2626,59.0,0.26504188880426505,1.0,62.41428571428571,66.59396666666666,0.24469765546077404,0.2214920114507339,1.0,1.0
test,314,2593,59.0,0.23871962977246433,1.0,60.128571428571426,66.06063333333333,0.2543133650746715,0.22412080680212376,1.0,1.0
test,315,2571,59.0,0.26409957215091406,1.0,60.128571428571426,65.6273,0.25710562400156145,0.22746603620520492,1.0,1.0
test,316,2892,59.0,0.27558782849239283,1.0,58.85,65.49563333333333,0.26097574321647815,0.22905719721942586,1.0,1.0
test,317,2331,59.0,0.27927927927927926,1.0,58.85,64.86396666666666,0.26579841438297497,0.23197206444735138,1.0,1.0
test,318,2078,57.95,0.2993262752646776,1.0,58.85,64.22896666666666,0.26618370892319376,0.234642516550492,1.0,1.0
test,319,2695,59.0,0.25120593692022264,1.0,58.85,63.80396666666666,0.2676086300977451,0.23627568235816596,1.0,1.0
test,320,2854,59.0,0.251927119831815,1.0,58.85,63.80396666666666,0.2657350916731093,0.23780696494488468,1.0,1.0
test,321,2768,59.0,0.25397398843930635,1.0,58.85,63.3849,0.26791428576837256,0.24040534942988376,1.0,1.0
test,322,2616,59.0,0.28287461773700306,1.0,58.85,63.3849,0.2705964351378138,0.24357114865359583,1.0,1.0
test,323,2775,65.0,0.2944144144144144,1.0,59.707142857142856,63.10156666666667,0.2732859474123884,0.2458920503572436,1.0,1.0
test,324,2176,59.0,0.2743566176470588,1.0,59.707142857142856,62.57418333333333,0.27258271003635687,0.24886338252859982,1.0,1.0
test,325,2039,57.95,0.29671407552721923,1.0,59.707142857142856,61.93918333333333,0.27220953864529135,0.252285809950681,1.0,1.0
test,326,2638,59.0,0.24715693707354056,1.0,59.707142857142856,61.90568333333333,0.27163111009576535,0.2522582136220592,1.0,1.0
test,327,2603,59.0,0.2819823280829812,1.0,59.707142857142856,61.90568333333333,0.27592471127450335,0.25452779231891715,1.0,1.0
test,328,2596,59.0,0.2842835130970724,1.0,59.707142857142856,61.47235,0.28025464336846995,0.25735833980189976,1.0,1.0
test,329,2641,59.0,0.29344945096554337,1.0,59.707142857142856,61.29951666666667,0.28176533382969,0.26012322507588836,1.0,1.0
test,330,2798,59.0,0.2416011436740529,1.0,58.85,61.00118333333333,0.2742205808667812,0.2599933818968626,1.0,1.0
test,331,2344,59.0,0.25341296928327645,1.0,58.85,61.00118333333333,0.2712286311005266,0.25913627375323073,1.0,1.0
test,332,2014,59.0,0.2646474677259186,1.0,59.0,60.53418333333334,0.2666476871289122,0.2590264365530261,1.0,1.0
test,333,2641,62.95,0.21885649375236652,1.0,59.56428571428571,60.66585,0.26260476665445875,0.25738623976568026,1.0,1.0
test,334,2810,59.0,0.3281138790035587,0.0,59.56428571428571,60.66585,0.2691949882145413,0.2598691497552389,0.8571428571428571,0.9666666666666667
test,335,2687,70.395,0.2917752139933011,1.0,61.192142857142855,60.4715,0.2702652311997168,0.2623449902216823,0.8571428571428571,0.9666666666666667
test,336,3600,77.0,0.22027777777777777,1.0,63.763571428571424,61.038166666666676,0.259812135030036,0.2633640039377192,0.8571428571428571,0.9666666666666667
test,337,3635,77.0,0.20825309491059146,1.0,66.335,61.10483333333333,0.2550481280638272,0.26459211835223284,0.8571428571428571,0.9666666666666667
test,338,2732,68.225,0.212298682284041,1.0,67.65285714285713,61.41233333333333,0.24917465849250786,0.26351694910627804,0.8571428571428571,0.9666666666666667
test,339,2299,59.0,0.26489778164419314,1.0,67.65285714285714,61.114,0.24921041762368992,0.26406364202815197,0.8571428571428571,0.9666666666666667
test,340,2847,66.675,0.22795925535651562,1.0,68.185,61.36983333333333,0.25051081213856835,0.2634782645029091,0.8571428571428571,0.9666666666666667
test,341,2722,66.95,0.24099926524614254,1.0,69.32071428571429,61.66983333333333,0.2380658673160804,0.261623932895009,1.0,0.9666666666666667
test,342,2540,60.739999999999995,0.23385826771653542,1.0,67.94142857142857,61.72783333333333,0.22979201784797101,0.26137815886228144,1.0,0.9666666666666667
test,343,2411,59.0,0.27457486520116137,1.0,65.36999999999999,61.72783333333333,0.2375487446227401,0.261695924742178,1.0,0.9666666666666667
test,344,2888,67.95,0.24861495844875348,1.0,64.07714285714285,62.02616666666667,0.24331472512819183,0.2620257690313876,1.0,0.9666666666666667
test,345,2424,59.0,0.26567656765676567,1.0,62.75928571428572,62.02616666666666,0.2509401373242953,0.26207833554824933,1.0,0.9666666666666667
test,346,2060,59.0,0.283495145631068,1.0,62.75928571428572,62.02616666666667,0.2535969036081346,0.26234191278620517,1.0,0.9666666666666667
test,347,2458,59.0,0.25508543531326283,1.0,61.66285714285714,62.02616666666667,0.2574720721733842,0.2615354513206713,1.0,0.9666666666666667
test,348,2565,59.0,0.24288499025341131,1.0,60.527142857142856,62.06116666666667,0.2577414614601369,0.25965407515362904,1.0,0.9666666666666667
test,349,2711,59.0,0.2559940981187754,1.0,60.278571428571425,62.06116666666667,0.26090372294617115,0.2598136805269141,1.0,0.9666666666666667
test,350,2896,71.9045,0.2641574585635359,1.0,62.122071428571424,62.49131666666667,0.25941552199793894,0.2602213584846382,1.0,0.9666666666666667
test,351,3116,64.8135,0.30198973042362004,1.0,61.67399999999999,62.685100000000006,0.26704048942291986,0.2618218832174486,1.0,0.9666666666666667
test,352,2727,59.0,0.3146314631463146,1.0,61.67399999999999,62.685100000000006,0.2740340459214269,0.2628804447310923,1.0,0.9666666666666667
test,353,2343,59.0,0.30089628681177977,1.0,61.67399999999999,62.4851,0.2765199232329571,0.2630965071443378,1.0,0.9666666666666667
test,354,3034,59.0,0.3009228740936058,1.0,61.67399999999999,62.4851,0.2830681287730061,0.26398204902588934,1.0,0.9666666666666667
test,355,2740,63.5145,0.27846715328467153,1.0,62.318928571428565,62.67058333333334,0.288151294920329,0.2633738182844711,1.0,0.9666666666666667
test,356,2975,67.95,0.2564705882352941,1.0,63.597500000000004,62.968916666666665,0.28821936493697453,0.2636842733231962,1.0,0.9666666666666667
test,357,2041,59.0,0.3032827045565899,1.0,61.754,62.96891666666667,0.2938086857931251,0.2643942858723165,1.0,0.9666666666666667
test,358,2532,59.0,0.3412322274881517,1.0,60.9235,62.96891666666667,0.2994147568023439,0.2662925763520192,1.0,0.9666666666666667
test,359,2406,59.0,0.3341645885286783,1.0,60.9235,62.96891666666667,0.30220520328553874,0.2676497476041237,1.0,0.9666666666666667
test,360,2219,59.0,0.32897701667417756,1.0,60.9235,62.96891666666667,0.3062167361230241,0.27056227670412786,1.0,0.9666666666666667
test,361,3309,79.309,0.41523118766999095,1.0,63.82478571428572,63.64588333333333,0.3225464952053649,0.27595621731701836,1.0,0.9666666666666667
test,362,3147,67.95,0.39021290117572294,1.0,64.45842857142857,63.94421666666667,0.3385101734755151,0.2801417317653451,1.0,0.9666666666666667
test,363,2855,65.0,0.31418563922942205,1.0,64.03699999999999,64.01254999999999,0.3467551807603905,0.2833193699479137,1.0,0.9666666666666667
test,364,2788,63.291,0.3131276901004304,1.0,64.64999999999999,64.15558333333333,0.3481616072666534,0.28281983031780933,1.0,1.0
test,365,3784,75.0,0.2806553911205074,1.0,66.93571428571428,64.30908333333333,0.33950777349984707,0.28244916955538296,1.0,1.0
test,366,3330,75.0,0.28378378378378377,1.0,69.22142857142858,64.24241666666666,0.3323105156791479,0.28456603642224987,1.0,1.0
test,367,2934,60.0,0.34117246080436264,1.0,69.36428571428571,63.67575,0.33405272198346,0.2889966819520422,1.0,1.0
test,368,4166,77.0,0.29212674027844454,1.0,69.03442857142856,63.96825,0.31646637235609626,0.2916576172185223,1.0,1.0
test,369,3841,75.0,0.2965373600624837,1.0,70.04157142857143,64.50158333333333,0.3030841521970621,0.2927122698324653,1.0,1.0
test,370,3177,59.0,0.35631098520616933,1.0,69.18442857142857,64.24575,0.30910205876516883,0.29699066082745385,1.0,1.0
test,371,3199,59.0,0.37918099406064393,1.0,68.57142857142857,63.98075000000001,0.31853824504519934,0.30159671845460384,1.0,1.0
test,372,3630,68.95,0.3683195592286501,1.0,67.70714285714286,64.25441666666667,0.3310616976320769,0.3060787615050077,1.0,1.0
test,373,3086,59.0,0.4121840570317563,1.0,65.42142857142856,64.25441666666667,0.34940459381035865,0.3106657345660275,1.0,1.0
test,374,2778,59.0,0.43664506839452844,1.0,65.27857142857142,63.95608333333334,0.3630435377518109,0.31693340489755334,1.0,1.0
test,375,3496,61.6535,0.4236270022883295,1.0,63.086214285714284,64.04453333333333,0.38182928946750877,0.32219841938527216,1.0,1.0
test,376,3611,73.97,0.4156743284408751,1.0,62.939071428571424,64.54353333333333,0.39884885637870754,0.32660439214559905,1.0,1.0
test,377,3454,75.0,0.40011580775911987,1.0,65.22478571428572,65.07686666666667,0.40510668817198614,0.33143873789379424,1.0,1.0
test,378,3381,72.915,0.42945874001774625,1.0,67.21264285714285,65.54069999999999,0.4122892233087151,0.33765786288593874,1.0,1.0
test,379,3872,76.28399999999999,0.44266528925619836,1.0,68.26035714285715,66.11683333333332,0.4229100418840791,0.3438802359238528,1.0,1.0
test,380,3457,59.021,0.4463407578825571,1.0,68.26335714285715,65.68738333333333,0.42778957057705064,0.3499530125678202,1.0,1.0
test,381,3175,59.0,0.46771653543307085,1.0,68.26335714285715,65.49359999999999,0.4322283515825567,0.35547723940146864,1.0,1.0
test,382,4382,67.95,0.5061615700593336,0.0,69.16285714285713,65.79193333333335,0.4440190041212716,0.36186157629856924,0.8571428571428571,0.9666666666666667
test,383,4719,78.97,0.5350709896164442,0.0,69.87714285714286,66.4576,0.46107567000349575,0.3696673997253914,0.7142857142857143,0.9333333333333333
test,384,4801,88.5,0.5423870027077692,0.0,71.80571428571429,67.44093333333335,0.4814001264247314,0.37771620401253014,0.5714285714285714,0.9
test,385,4930,84.896,0.5858012170385396,0.0,73.5172857142857,68.15365,0.5037347659991304,0.38796067280432583,0.42857142857142855,0.8666666666666667
test,386,5736,97.0,0.5866457461645747,0.0,76.47671428571428,69.12198333333332,0.524303402700327,0.3989665114019685,0.2857142857142857,0.8333333333333334
test,387,4702,75.0,0.5674181199489579,0.0,78.75942857142857,69.65531666666666,0.5416001687098129,0.4077710252483807,0.14285714285714285,0.8
test,388,4422,75.0,0.5999547715965626,0.0,81.04514285714286,70.18865,0.5604913453045973,0.4163951100519944,0.0,0.7666666666666667
test,389,6784,92.0,0.6696639150943396,0.0,84.48085714285715,71.28864999999999,0.583848823166741,0.42757842093751647,0.0,0.7333333333333333
test,390,5387,75.0,0.7492110636718025,0.0,83.91371428571428,71.82198333333332,0.6144402623175066,0.4415862225041039,0.0,0.7
test,391,3537,59.0,0.4679106587503534,0.0,79.69942857142857,71.14501666666666,0.6038007846093043,0.4433422048734493,0.0,0.6666666666666666
test,392,3264,59.021,0.4025735294117647,1.0,76.003,70.84738333333334,0.5776254006626222,0.44375422581465074,0.14285714285714285,0.6666666666666666
test,393,3551,67.95,0.37904815544916926,1.0,71.853,70.94571666666666,0.5479686019889928,0.4459163096886423,0.2857142857142857,0.6666666666666666
test,394,3082,59.0,0.399740428293316,1.0,69.56728571428572,70.80268333333333,0.5240146460381868,0.44880340096173854,0.42857142857142855,0.6666666666666666
test,395,2514,57.95,0.3814638027048528,1.0,67.13157142857143,70.23434999999999,0.4928016504822283,0.4521636813478834,0.5714285714285714,0.6666666666666666
