feature,train_missing_pct,test_missing_pct,missing_delta_abs,train_nunique,test_nunique,dtype
V319,0.0020320384732617604,0.000592076827889187,0.0014399616453725735,4799,4903.0,float32
V320,0.0020320384732617604,0.000592076827889187,0.0014399616453725735,6439,6479.0,float32
V321,0.0020320384732617604,0.000592076827889187,0.0014399616453725735,5560,5615.0,float32
C1,0.0,0.000592076827889187,0.000592076827889187,1657,1174.0,float32
C2,0.0,0.000592076827889187,0.000592076827889187,1216,1123.0,float32
C3,0.0,0.000592076827889187,0.000592076827889187,27,31.0,float32
C4,0.0,0.000592076827889187,0.000592076827889187,1260,728.0,float32
C5,0.0,0.000592076827889187,0.000592076827889187,319,353.0,float32
C6,0.0,0.000592076827889187,0.000592076827889187,1328,834.0,float32
C7,0.0,0.000592076827889187,0.000592076827889187,1103,518.0,float32
C8,0.0,0.000592076827889187,0.000592076827889187,1253,442.0,float32
C9,0.0,0.000592076827889187,0.000592076827889187,205,354.0,float32
C10,0.0,0.000592076827889187,0.000592076827889187,1231,456.0,float32
C11,0.0,0.000592076827889187,0.000592076827889187,1476,937.0,float32
C12,0.0,0.000592076827889187,0.000592076827889187,1199,663.0,float32
C14,0.0,0.000592076827889187,0.000592076827889187,1108,569.0,float32
TransactionID,0.0,0.0,0.0,590540,506691.0,int32
TransactionDT,0.0,0.0,0.0,573349,494686.0,int32
TransactionAmt,0.0,0.0,0.0,20902,14119.0,float32
ProductCD,0.0,0.0,0.0,5,5.0,category
card1,0.0,0.0,0.0,13553,13244.0,int16
DT_day,0.0,0.0,0.0,182,183.0,int16
DT_week,0.0,0.0,0.0,27,27.0,int16
DT_hour,0.0,0.0,0.0,24,24.0,int8
DT_month_proxy,0.0,0.0,0.0,7,7.0,int8
id_24,99.19615944728554,,,12,,float32
id_25,99.13096487960172,,,341,,float32
id_07,99.12707013919464,,,84,,float32
id_08,99.12707013919464,,,94,,float32
id_21,99.12639279303687,,,490,,float32
id_26,99.12571544687913,,,95,,float32
id_22,99.1246994276425,,,25,,float32
id_23,99.1246994276425,,,3,,category
id_27,99.1246994276425,,,2,,category
id_18,92.36072069631184,,,18,,float32
id_03,88.76892335828225,,,24,,float32
id_04,88.76892335828225,,,15,,float32
id_33,87.58949436109323,,,260,,category
id_09,87.31229044603245,,,46,,float32
id_10,87.31229044603245,,,62,,float32
id_30,86.8654113184543,,,75,,category
id_32,86.86185525112609,,,4,,float32
id_34,86.82477054898906,,,4,,category
id_14,86.4456260371863,,,25,,float32
id_13,78.44007179869273,,,54,,float32
id_16,78.098011989027,,,2,,category
id_05,76.82375452975243,,,93,,float32
id_06,76.82375452975243,,,101,,float32
id_20,76.41802418125782,,,394,,float32
id_19,76.40837199850984,,,522,,float32
id_17,76.39973583499847,,,104,,float32
id_31,76.24513157449114,,,130,,category
id_02,76.14522301622245,,,115655,,float32
id_11,76.12727334304196,,,365,,float32
id_28,76.12727334304196,,,2,,category
id_29,76.12727334304196,,,2,,category
id_15,76.12608798726589,,,3,,category
id_35,76.12608798726589,,,2,,category
id_36,76.12608798726589,,,2,,category
id_37,76.12608798726589,,,2,,category
id_38,76.12608798726589,,,2,,category
id_01,75.5760829071697,,,77,,float32
id_12,75.5760829071697,,,2,,category
