feature,measure,association,signed_correlation,non_null_rows,missing_rate
V313,pearson_r,0.038207506510707465,0.038207506510707465,391443,0.0006969334926324173
V314,pearson_r,0.03920969666237362,0.03920969666237362,391443,0.0006969334926324173
V315,pearson_r,0.04684053938954583,0.04684053938954583,391443,0.0006969334926324173
V316,pearson_r,0.035852225709373485,0.035852225709373485,391704,3.063443923658977e-05
V317,pearson_r,0.04315792293496937,0.04315792293496937,391704,3.063443923658977e-05
V318,pearson_r,0.05850267904383376,0.05850267904383376,391704,3.063443923658977e-05
V319,pearson_r,0.003794881458973032,0.003794881458973032,391704,3.063443923658977e-05
V320,pearson_r,0.020175750177115124,0.020175750177115124,391704,3.063443923658977e-05
V321,pearson_r,0.01107446126645327,0.01107446126645327,391704,3.063443923658977e-05
V322,pearson_r,0.053485328450563044,0.053485328450563044,63940,0.8367694962677041
V323,pearson_r,0.05085478678623147,0.05085478678623147,63940,0.8367694962677041
V324,pearson_r,0.07634172444078542,0.07634172444078542,63940,0.8367694962677041
V325,pearson_r,0.02459801984303123,0.02459801984303123,63940,0.8367694962677041
V326,pearson_r,0.028822516721290305,0.028822516721290305,63940,0.8367694962677041
V327,pearson_r,0.051283671406381744,0.051283671406381744,63940,0.8367694962677041
V328,pearson_r,0.03813078058777709,0.03813078058777709,63940,0.8367694962677041
V329,pearson_r,0.03245043316090179,0.03245043316090179,63940,0.8367694962677041
V330,pearson_r,0.046518680979880885,0.046518680979880885,63940,0.8367694962677041
V331,pearson_r,0.0064792099570909634,0.0064792099570909634,63940,0.8367694962677041
V332,pearson_r,0.019391520443289883,0.019391520443289883,63940,0.8367694962677041
V333,pearson_r,0.0167821842739445,0.0167821842739445,63940,0.8367694962677041
V334,pearson_r,0.0008106292837154014,0.0008106292837154014,63940,0.8367694962677041
V335,pearson_r,0.01688752844248861,0.01688752844248861,63940,0.8367694962677041
V336,pearson_r,0.01067080167698371,0.01067080167698371,63940,0.8367694962677041
V337,pearson_r,0.007921983649286587,0.007921983649286587,63940,0.8367694962677041
V338,pearson_r,0.01477465562254926,0.01477465562254926,63940,0.8367694962677041
V339,pearson_r,0.012915878434263542,0.012915878434263542,63940,0.8367694962677041
id_01,pearson_r,0.1254446257368153,-0.1254446257368153,104709,0.7326915418313268
id_02,pearson_r,0.05399220497158249,0.05399220497158249,102331,0.7387622665400443
id_03,pearson_r,0.03674878069907449,0.03674878069907449,47058,0.8798670465337132
id_04,pearson_r,0.04455050856694059,-0.04455050856694059,47058,0.8798670465337132
id_05,pearson_r,0.0023857994014699906,-0.0023857994014699906,99635,0.7456448038885315
id_06,pearson_r,0.03730515722516666,-0.03730515722516666,99635,0.7456448038885315
id_07,pearson_r,0.04927985418620298,-0.04927985418620298,3768,0.9903807860797108
id_08,pearson_r,0.031818784005181934,-0.031818784005181934,3768,0.9903807860797108
id_09,pearson_r,0.03216700574541399,0.03216700574541399,53724,0.8628496155377876
id_10,pearson_r,0.01410814492528945,0.01410814492528945,53724,0.8628496155377876
id_11,pearson_r,0.009955180034679234,0.009955180034679234,102444,0.7384737922372331
id_12,cramers_v,0.11960154147679747,,104709,0.7326915418313268
id_13,pearson_r,0.03501805169059843,-0.03501805169059843,90495,0.7689780351070674
id_14,pearson_r,0.04307556908065119,0.04307556908065119,62175,0.8412753117054192
id_15,cramers_v,0.13821333231154295,,102444,0.7384737922372331
id_16,cramers_v,0.13335472369948181,,94942,0.7576254224999744
id_17,pearson_r,0.14924285521256642,0.14924285521256642,101495,0.7408964658068601
id_18,pearson_r,0.0513772767550529,0.0513772767550529,32465,0.9171210775153428
id_19,pearson_r,0.032158810606538205,-0.032158810606538205,101464,0.7409756047748879
id_20,pearson_r,0.0599004883448825,0.0599004883448825,101455,0.7409985806043153
id_21,pearson_r,0.048244469581409856,0.048244469581409856,3772,0.9903705745999652
id_22,pearson_r,0.10333998447848158,0.10333998447848158,3776,0.9903603631202198
id_23,cramers_v,0.024733643342506915,,3776,0.9903603631202198
id_24,pearson_r,0.07390939345574273,-0.07390939345574273,3471,0.9911389884508164
id_25,pearson_r,0.03514864033596322,0.03514864033596322,3754,0.9904165262588202
id_26,pearson_r,0.07786278823718601,0.07786278823718601,3770,0.990375680339838
id_27,cramers_v,0.02334942783703059,,3776,0.9903603631202198
id_28,cramers_v,0.13656797509013185,,102444,0.7384737922372331
id_29,cramers_v,0.13858420422412424,,102444,0.7384737922372331
id_30,cramers_v,0.07606692207335847,,60338,0.8459649337785539
id_31,cramers_v,0.185870915741922,,102144,0.7392396532181479
id_32,pearson_r,0.06793394338750992,0.06793394338750992,60358,0.8459138763798262
id_33,cramers_v,0.10537785068294936,,56077,0.8568427125774796
id_34,cramers_v,0.02954933461801004,,60400,0.8458066558424981
id_35,cramers_v,0.15684382361870192,,102444,0.7384737922372331
id_36,cramers_v,0.12496902225059152,,102444,0.7384737922372331
id_37,cramers_v,0.12303645669992051,,102444,0.7384737922372331
id_38,cramers_v,0.1263246607831902,,102444,0.7384737922372331
DeviceType,cramers_v,0.13242571845997017,,102297,0.7388490641178813
DeviceInfo,cramers_v,0.2843081726355987,,87500,0.7766238805665329
